uniq_id,sku,name_title,description,list_price,sale_price,category,category_tree,average_product_rating,product_url,product_image_urls,brand,total_number_reviews,reviews
0a7f6850453e72d2e34ad6ec8bec962b,1796809,Dingo® Mens Oil-Tanned Leather Motorcycle Boots,"These tough motorcycle boots combine style and function that's great for both western and motorcycle tastes.  Motorcycle Boots:oil-tanned leather upper harness strap with ""O"" ring 11"" shaft height comfort cushion insole snoot toe oil-tanned leather oil-resistant rubber sole",,176.46,all boots,jcpenney|shoes|all boots,,http://www.jcpenney.com/dingo-mens-oil-tanned-leather-motorcycle-boots/prod.jump?ppId=1796809&catId=cat100290028&&_dyncharset=UTF-8&urlState=/shoes/all-boots/red/_/N-1npka4Z135/cat.jump,"http://s7d9.scene7.com/is/image/JCPenney/0900631B817B754EM.tif?hei=380&amp;wid=380&op_usm=.4,.8,0,0&resmode=sharp2&op_usm=1.5,.8,0,0&resmode=sharp",Dingo,,
26ea12aec56b9bc8c16046bdb976b6f3,1796809,Dingo® Mens Oil-Tanned Leather Motorcycle Boots,"These tough motorcycle boots combine style and function that's great for both western and motorcycle tastes.  Motorcycle Boots:oil-tanned leather upper harness strap with ""O"" ring 11"" shaft height comfort cushion insole snoot toe oil-tanned leather oil-resistant rubber sole",,176.46,mens,jcpenney|shoes|mens,,http://www.jcpenney.com/dingo-mens-oil-tanned-leather-motorcycle-boots/prod.jump?ppId=1796809&catId=cat1004450005&&_dyncharset=UTF-8&urlState=/shoes/all-boots/mens/9-1-2/_/N-gm0ul1Z9a/cat.jump,"http://s7d9.scene7.com/is/image/JCPenney/0900631B817B754EM.tif?hei=380&amp;wid=380&op_usm=.4,.8,0,0&resmode=sharp2&op_usm=1.5,.8,0,0&resmode=sharp",Dingo,,
7423b064d5c1e80d59cc289ac5d869fa,1796809,Dingo® Mens Oil-Tanned Leather Motorcycle Boots,"These tough motorcycle boots combine style and function that's great for both western and motorcycle tastes.  Motorcycle Boots:oil-tanned leather upper harness strap with ""O"" ring 11"" shaft height comfort cushion insole snoot toe oil-tanned leather oil-resistant rubber sole",,176.46,boots,jcpenney|shoes|boots,,http://www.jcpenney.com/dingo-mens-oil-tanned-leather-motorcycle-boots/prod.jump?ppId=1796809&catId=cat1004630002&&_dyncharset=UTF-8&urlState=/shoes/shop-men-s-shoes/all-men-s-shoes/boots/8/_/N-gm4pgyZ97/cat.jump,"http://s7d9.scene7.com/is/image/JCPenney/0900631B817B754EM.tif?hei=380&amp;wid=380&op_usm=.4,.8,0,0&resmode=sharp2&op_usm=1.5,.8,0,0&resmode=sharp",Dingo,,
f2d7aa5328c0ac000b5ae234c79cbe07,17ebc2b,Dingo® Mens Oil-Tanned Leather Motorcycle Boots,"These tough motorcycle boots combine style and function that's great for both western and motorcycle tastes.  Motorcycle Boots:oil-tanned leather upper harness strap with ""O"" ring 11"" shaft height comfort cushion insole snoot toe oil-tanned leather oil-resistant rubber sole",,176.46,casual shoes,jcpenney|shoes|casual shoes,,http://www.jcpenney.com/dingo-mens-oil-tanned-leather-motorcycle-boots/prod.jump?ppId=17ebc2b&catId=cat100250174&&_dyncharset=UTF-8&urlState=/shoes/shop-men-s-shoes/casual-shoes/11-1-2/_/N-1nopj2Z9e/cat.jump,"http://s7d9.scene7.com/is/image/JCPenney/0900631B817B7552M.tif?hei=380&amp;wid=380&op_usm=.4,.8,0,0&resmode=sharp2&op_usm=1.5,.8,0,0&resmode=sharp",Dingo,,
c3e7e17db4e82627aca1ef582740d890,17ebc2b,Dingo® Mens Oil-Tanned Leather Motorcycle Boots,"These tough motorcycle boots combine style and function that's great for both western and motorcycle tastes.  Motorcycle Boots:oil-tanned leather upper harness strap with ""O"" ring 11"" shaft height comfort cushion insole snoot toe oil-tanned leather oil-resistant rubber sole",,176.46,all boots,jcpenney|shoes|all boots,,http://www.jcpenney.com/dingo-mens-oil-tanned-leather-motorcycle-boots/prod.jump?ppId=17ebc2b&catId=cat100290028&&_dyncharset=UTF-8&urlState=/shoes/all-boots/10-1-2/_/N-1npka4Z9c/cat.jump,"http://s7d9.scene7.com/is/image/JCPenney/0900631B817B7552M.tif?hei=380&amp;wid=380&op_usm=.4,.8,0,0&resmode=sharp2&op_usm=1.5,.8,0,0&resmode=sharp",Dingo,,
2edfad487d02343c256a9a8fa53906e2,17ebc2b,Dingo® Mens Oil-Tanned Leather Motorcycle Boots,"These tough motorcycle boots combine style and function that's great for both western and motorcycle tastes.  Motorcycle Boots:oil-tanned leather upper harness strap with ""O"" ring 11"" shaft height comfort cushion insole snoot toe oil-tanned leather oil-resistant rubber sole",,176.46,all men's shoes,jcpenney|shoes|all men's shoes,,http://www.jcpenney.com/dingo-mens-oil-tanned-leather-motorcycle-boots/prod.jump?ppId=17ebc2b&catId=cat100300057&&_dyncharset=UTF-8&urlState=/shoes/shop-men-s-shoes/all-men-s-shoes/dingo/_/N-1nps0pZ18d/cat.jump,"http://s7d9.scene7.com/is/image/JCPenney/0900631B817B7552M.tif?hei=380&amp;wid=380&op_usm=.4,.8,0,0&resmode=sharp2&op_usm=1.5,.8,0,0&resmode=sharp",Dingo,,
4b009c9fbb79e1534483dc93af412dff,17ebc2b,Dingo® Mens Oil-Tanned Leather Motorcycle Boots,"These tough motorcycle boots combine style and function that's great for both western and motorcycle tastes.  Motorcycle Boots:oil-tanned leather upper harness strap with ""O"" ring 11"" shaft height comfort cushion insole snoot toe oil-tanned leather oil-resistant rubber sole",,176.46,extended sizes,jcpenney|shoes|extended sizes,,http://www.jcpenney.com/dingo-mens-oil-tanned-leather-motorcycle-boots/prod.jump?ppId=17ebc2b&catId=cat1003710043&&_dyncharset=UTF-8&urlState=/shoes/shop-men-s-shoes/extended-sizes/dingo/_/N-glkzmjZ18d/cat.jump,"http://s7d9.scene7.com/is/image/JCPenney/0900631B817B7552M.tif?hei=380&amp;wid=380&op_usm=.4,.8,0,0&resmode=sharp2&op_usm=1.5,.8,0,0&resmode=sharp",Dingo,,
31402d669b967f5bcd1c8f28c43ffaa6,17ebc2b,Dingo® Mens Oil-Tanned Leather Motorcycle Boots,"These tough motorcycle boots combine style and function that's great for both western and motorcycle tastes.  Motorcycle Boots:oil-tanned leather upper harness strap with ""O"" ring 11"" shaft height comfort cushion insole snoot toe oil-tanned leather oil-resistant rubber sole",,176.46,mens,jcpenney||mens,,http://www.jcpenney.com/dingo-mens-oil-tanned-leather-motorcycle-boots/prod.jump?ppId=17ebc2b&catId=cat1004450005&&_dyncharset=UTF-8,"http://s7d9.scene7.com/is/image/JCPenney/0900631B817B7552M.tif?hei=380&amp;wid=380&op_usm=.4,.8,0,0&resmode=sharp2&op_usm=1.5,.8,0,0&resmode=sharp",Dingo,,
6238d9fbf69b0d4d886661fd53717ec8,17ebc2b,Dingo® Mens Oil-Tanned Leather Motorcycle Boots,"These tough motorcycle boots combine style and function that's great for both western and motorcycle tastes.  Motorcycle Boots:oil-tanned leather upper harness strap with ""O"" ring 11"" shaft height comfort cushion insole snoot toe oil-tanned leather oil-resistant rubber sole",,176.46,casual shoes,jcpenney|shoes|casual shoes,,http://www.jcpenney.com/dingo-mens-oil-tanned-leather-motorcycle-boots/prod.jump?ppId=17ebc2b&catId=cat100590162&&_dyncharset=UTF-8&urlState=/shoes/categories/casual-shoes/10-1-2/_/N-1nvzv6Z9c/cat.jump,"http://s7d9.scene7.com/is/image/JCPenney/0900631B817B7552M.tif?hei=380&amp;wid=380&op_usm=.4,.8,0,0&resmode=sharp2&op_usm=1.5,.8,0,0&resmode=sharp",Dingo,,
778db58a7c6689f8030c2648f9ec8086,17ebc2b,Dingo® Mens Oil-Tanned Leather Motorcycle Boots,"These tough motorcycle boots combine style and function that's great for both western and motorcycle tastes.  Motorcycle Boots:oil-tanned leather upper harness strap with ""O"" ring 11"" shaft height comfort cushion insole snoot toe oil-tanned leather oil-resistant rubber sole",,176.46,boots,jcpenney|shoes|boots,,http://www.jcpenney.com/dingo-mens-oil-tanned-leather-motorcycle-boots/prod.jump?ppId=17ebc2b&catId=cat1006010032&&_dyncharset=UTF-8&urlState=/shoes/shop-men-s-shoes/wide-width-shoes/boots/black/_/N-gmyab4Z12z/cat.jump,"http://s7d9.scene7.com/is/image/JCPenney/0900631B817B7552M.tif?hei=380&amp;wid=380&op_usm=.4,.8,0,0&resmode=sharp2&op_usm=1.5,.8,0,0&resmode=sharp",Dingo,,
2bacac39234bb7a4e39836a7aca81763,1b3758c,Dingo® Olivia Womens Leather Boots,"Leather boots with stellar style in every detail, these fashionable cowboy boots from Dingo look good with all the fixins'.   leather upper 2"" heel height 10"" shaft height fashion toe removable concho strap tricot lining cushioned insole composition sole  ",,126.91,cowboy boots,jcpenney|shoes|cowboy boots,,http://www.jcpenney.com/dingo-olivia-womens-leather-boots/prod.jump?ppId=1b3758c&catId=cat100410027&&_dyncharset=UTF-8&urlState=/shoes/shop-women-s-shoes/boots/cowboy-boots/5-1-2/_/N-1ns4vfZ8y/cat.jump,"http://s7d9.scene7.com/is/image/JCPenney/0900631B81B64DB9M.tif?hei=380&amp;wid=380&op_usm=.4,.8,0,0&resmode=sharp2&op_usm=1.5,.8,0,0&resmode=sharp",Dingo,,
8e966656625f005561b37244f72a048a,1b3758c,Dingo® Olivia Womens Leather Boots,"Leather boots with stellar style in every detail, these fashionable cowboy boots from Dingo look good with all the fixins'.   leather upper 2"" heel height 10"" shaft height fashion toe removable concho strap tricot lining cushioned insole composition sole  ",,126.91,cowboy boots,jcpenney|shoes|cowboy boots,,http://www.jcpenney.com/dingo-olivia-womens-leather-boots/prod.jump?ppId=1b3758c&catId=cat100410027&&_dyncharset=UTF-8&urlState=/shoes/shop-women-s-shoes/boots/cowboy-boots/9/_/N-1ns4vfZ99/cat.jump,"http://s7d9.scene7.com/is/image/JCPenney/0900631B81B64DB9M.tif?hei=380&amp;wid=380&op_usm=.4,.8,0,0&resmode=sharp2&op_usm=1.5,.8,0,0&resmode=sharp",Dingo,,
ac82816039eed5b7d2c36c144c6401ad,pp5004050321,Decree® Womens Cork Band Colored Dial Watch,"A natural touch of cork and a bright pop of color accent this eye-catching women's fashion watch.   Brand: Decree® Dial Color: Pink Strap: Cork Clasp: Buckle Movement: Quartz Case Width: 39mm Case Thickness: 9mm Bracelet Dimensions: 9.75"" long; 13/16"" wide Model No.: RY4619PK Special Features: Cork band Jewelry photos are enlarged to show detail.  ",31.42,18.12,clearance,jcpenney|clearance,,http://www.jcpenney.com/decree-womens-cork-band-colored-dial-watch/prod.jump?ppId=pp5004050321&catId=cat100440152&&_dyncharset=UTF-8&urlState=/jewelry-watches/shop-departments/fine-jewelry/shop-sale-clearance/clearance/decree/_/N-1nss48Zil/cat.jump,"http://s7d2.scene7.com/is/image/JCPenney/DP0529201417013411M.tif?wid=65&hei=65&fmt=jpg&op_usm=.4,.8,0,0&resmode=sharp2",Decree,,
3a0bb8d2ec58b78982e8df9827b5f061,pp5006200342,Mixit™ Crystal Three-Row Illusion Necklace,"With three-rows of delicate black chains and eye-catching crystals, this illusion necklace is sure to be your new go-to piece.   Metal: Black metalStones: CrystalsClosure: Lobster claspDimensions: 17"" long illusion chain with 3"" extender Jewelry photos are enlarged to show detail.",29.01,20.30,mixit,jcpenney|mixit,,http://www.jcpenney.com/mixit-crystal-three-row-illusion-necklace/prod.jump?ppId=pp5006200342&catId=cat1003480146&&_dyncharset=UTF-8&urlState=/jewelry-watches/shop-departments/fashion-jewelry-fashion-silver/shop-jewelry-brands/mixit/adjustable-chain/_/N-glg28iZ1z13zjh/cat.jump,"http://s7d2.scene7.com/is/image/JCPenney/DP1001201517042981M.tif?wid=65&hei=65&fmt=jpg&op_usm=.4,.8,0,0&resmode=sharp2",MIXIT,,
